ts,replicas,ready
1782296240.376,2,2
1782296241.376,2,2
1782296242.376,2,2
1782296243.377,2,2
1782296244.377,2,2
1782296245.377,2,2
1782296246.378,2,2
1782296247.378,2,2
1782296248.379,2,2
1782296249.379,2,2
1782296250.380,2,2
1782296251.380,2,2
1782296252.381,2,2
1782296253.381,2,2
1782296254.381,2,2
1782296255.381,2,2
1782296256.382,2,2
1782296257.382,2,2
1782296258.383,2,2
1782296259.383,2,2
1782296260.383,2,2
1782296261.384,2,2
1782296262.385,2,2
1782296263.385,2,2
1782296264.385,2,2
1782296265.385,2,2
1782296266.386,2,2
1782296267.386,2,2
1782296268.386,2,2
1782296269.387,2,2
1782296270.387,2,2
1782296271.388,2,2
1782296272.388,2,2
1782296273.388,2,2
1782296274.389,2,2
1782296275.389,2,2
1782296276.389,2,2
1782296277.389,2,2
1782296278.389,2,2
1782296279.389,2,2
1782296280.389,2,2
1782296281.390,2,2
1782296282.390,2,2
1782296283.390,2,2
1782296284.391,2,2
1782296285.391,2,2
1782296286.391,2,2
1782296287.391,2,2
1782296288.392,2,2
1782296289.392,2,2
1782296290.393,2,2
1782296291.393,2,2
1782296292.393,2,2
1782296293.394,2,2
1782296294.394,2,2
1782296295.394,2,2
1782296296.395,2,2
1782296297.395,2,2
1782296298.396,2,2
1782296299.396,2,2
1782296300.396,2,2
1782296301.396,2,2
1782296302.396,2,2
1782296303.397,2,2
1782296304.397,2,2
1782296305.397,2,2
1782296306.398,2,2
1782296307.398,2,2
1782296308.399,2,2
1782296309.399,2,2
1782296310.399,2,2
1782296311.400,2,2
1782296312.400,2,2
1782296313.400,2,2
1782296314.401,2,2
1782296315.401,2,2
1782296316.401,2,2
1782296317.401,2,2
1782296318.402,2,2
1782296319.402,2,2
1782296320.402,2,2
1782296321.403,2,2
1782296322.403,2,2
1782296323.403,2,2
1782296324.403,2,2
1782296325.403,2,2
1782296326.404,2,2
1782296327.404,2,2
1782296328.404,2,2
1782296329.405,2,2
1782296330.405,2,2
1782296331.406,2,2
1782296332.406,2,2
1782296333.406,2,2
1782296334.406,2,2
1782296335.406,2,2
1782296336.406,2,2
1782296337.407,2,2
1782296338.407,2,2
1782296339.408,2,2
1782296340.408,2,2
1782296341.408,2,2
1782296342.409,2,2
1782296343.409,2,2
1782296344.409,2,2
1782296345.410,2,2
1782296346.410,2,2
1782296347.411,2,2
1782296348.411,2,2
1782296349.411,2,2
1782296350.412,2,2
1782296351.412,2,2
1782296352.412,2,2
1782296353.412,2,2
1782296354.412,2,2
1782296355.413,2,2
1782296356.413,2,2
1782296357.414,2,2
1782296358.414,2,2
1782296359.415,2,2
1782296360.415,2,2
1782296361.416,2,2
1782296362.416,2,2
1782296363.416,2,2
1782296364.416,2,2
1782296365.417,2,2
1782296366.417,2,2
1782296367.417,2,2
1782296368.418,2,2
1782296369.418,2,2
1782296370.419,2,2
1782296371.419,2,2
1782296372.420,2,2
1782296373.420,2,2
1782296374.420,2,2
1782296375.421,2,2
1782296376.421,2,2
1782296377.422,2,2
1782296378.422,2,2
1782296379.422,2,2
1782296380.423,2,2
1782296381.423,2,2
1782296382.423,2,2
1782296383.424,2,2
1782296384.424,2,2
1782296385.424,2,2
1782296386.425,2,2
1782296387.425,2,2
1782296388.425,2,2
1782296389.425,2,2
1782296390.426,2,2
1782296391.427,2,2
1782296392.427,2,2
1782296393.427,2,2
1782296394.427,2,2
1782296395.429,2,2
1782296396.429,2,2
1782296397.429,2,2
1782296398.429,2,2
1782296399.430,2,2
1782296400.430,2,2
1782296401.431,2,2
1782296402.431,2,2
1782296403.432,2,2
1782296404.432,2,2
1782296405.432,2,2
1782296406.432,2,2
1782296407.433,2,2
1782296408.433,2,2
1782296409.434,2,2
1782296410.434,2,2
1782296411.434,2,2
1782296412.435,2,2
1782296413.435,2,2
1782296414.435,2,2
1782296415.436,2,2
1782296416.436,2,2
1782296417.437,2,2
1782296418.437,2,2
1782296419.437,2,2
1782296420.438,2,2
1782296421.438,2,2
1782296422.439,2,2
1782296423.439,2,2
1782296424.439,2,2
1782296425.440,2,2
1782296426.440,2,2
1782296427.440,2,2
1782296428.440,2,2
1782296429.440,2,2
1782296430.441,2,1
1782296431.441,2,0
1782296432.441,2,0
1782296433.442,2,0
1782296434.442,2,0
1782296435.442,2,0
1782296436.443,2,0
1782296437.443,2,0
1782296438.443,2,0
1782296439.444,2,0
1782296440.445,2,1
1782296441.445,2,1
1782296442.445,2,2
1782296443.446,2,2
1782296444.446,2,2
1782296445.447,2,2
1782296446.447,2,2
1782296447.448,2,2
1782296448.449,2,2
1782296449.449,2,2
1782296450.449,2,2
1782296451.450,2,2
1782296452.450,2,2
1782296453.451,2,2
1782296454.451,2,2
1782296455.452,2,2
1782296456.452,2,1
1782296457.452,2,1
1782296458.453,2,1
1782296459.453,2,0
1782296460.453,2,0
1782296461.454,2,0
1782296462.454,2,0
1782296463.454,2,0
1782296464.455,2,1
1782296465.455,2,1
1782296466.455,2,1
1782296467.455,2,1
1782296468.456,2,1
1782296469.456,2,1
1782296470.456,2,2
1782296471.457,2,2
1782296472.457,2,2
1782296473.459,2,2
1782296474.459,2,2
1782296475.459,2,2
1782296476.459,2,2
1782296477.460,2,2
1782296478.460,2,2
1782296479.461,2,2
1782296480.461,2,2
1782296481.461,2,1
1782296482.462,2,1
1782296483.462,2,1
1782296484.463,2,1
1782296485.463,2,1
1782296486.464,2,1
1782296487.464,2,0
1782296488.465,2,0
1782296489.466,2,0
1782296490.466,2,0
1782296491.466,2,0
1782296492.467,2,0
1782296493.467,2,0
1782296494.468,2,0
1782296495.468,2,0
1782296496.468,2,0
1782296497.469,2,0
1782296498.469,2,0
1782296499.469,2,0
1782296500.469,2,0
1782296501.469,2,0
1782296502.470,2,0
1782296503.470,2,0
1782296504.470,2,1
1782296505.470,2,1
1782296506.471,2,1
1782296507.471,2,1
1782296508.472,2,1
1782296509.472,2,1
1782296510.473,2,2
1782296511.473,2,2
1782296512.473,2,2
1782296513.473,2,2
1782296514.473,2,1
1782296515.474,2,1
1782296516.474,2,1
1782296517.474,2,1
1782296518.474,2,1
1782296519.475,2,1
1782296520.475,2,2
1782296521.475,2,2
1782296522.476,2,1
1782296523.476,2,1
1782296524.477,2,1
1782296525.477,2,1
1782296526.477,2,1
1782296527.478,2,1
1782296528.478,2,1
1782296529.478,2,2
1782296530.479,2,2
1782296531.479,2,2
1782296532.480,2,2
1782296533.480,2,2
1782296534.480,2,2
1782296535.480,2,2
1782296536.481,2,2
1782296537.481,2,2
1782296538.481,2,1
1782296539.481,2,1
1782296540.481,2,1
1782296541.482,2,1
1782296542.482,2,1
1782296543.483,2,1
1782296544.483,2,1
1782296545.483,2,1
1782296546.484,2,0
1782296547.484,2,0
1782296548.484,2,0
1782296549.484,2,1
1782296550.485,2,1
1782296551.485,2,1
1782296552.485,2,1
1782296553.486,2,1
1782296554.486,2,1
1782296555.486,2,1
1782296556.486,2,1
1782296557.487,2,1
1782296558.487,2,1
1782296559.487,2,1
1782296560.488,2,1
1782296561.488,2,1
1782296562.488,2,1
1782296563.489,2,2
1782296564.489,2,2
1782296565.489,2,2
1782296566.490,2,1
1782296567.490,2,1
1782296568.490,2,1
1782296569.491,2,1
1782296570.492,2,1
1782296571.492,2,1
1782296572.492,2,1
1782296573.492,2,1
1782296574.492,2,1
1782296575.493,2,1
1782296576.493,2,1
1782296577.494,2,1
1782296578.494,2,1
1782296579.495,2,1
1782296580.495,2,0
1782296581.496,2,0
1782296582.496,2,0
1782296583.496,2,1
1782296584.497,2,1
1782296585.497,2,1
1782296586.497,2,1
1782296587.498,2,1
1782296588.498,2,1
1782296589.498,2,1
1782296590.499,2,1
1782296591.499,2,1
1782296592.499,2,1
1782296593.499,2,1
1782296594.500,2,1
1782296595.500,2,1
1782296596.501,2,1
1782296597.501,2,1
1782296598.502,2,1
1782296599.502,2,1
1782296600.502,2,0
1782296601.503,2,0
1782296602.504,2,1
1782296603.504,2,1
1782296604.504,2,1
1782296605.505,2,1
1782296606.505,2,1
1782296607.505,2,1
1782296608.506,2,1
1782296609.506,2,1
1782296610.507,2,1
1782296611.507,2,1
1782296612.507,2,1
1782296613.508,2,1
1782296614.508,2,1
1782296615.508,2,1
1782296616.509,2,1
1782296617.509,2,1
1782296618.510,2,1
1782296619.510,2,1
1782296620.510,2,0
1782296621.511,2,0
1782296622.511,2,0
1782296623.511,2,0
1782296624.512,2,0
1782296625.512,2,0
1782296626.513,2,0
1782296627.513,2,0
1782296628.513,2,1
1782296629.514,2,1
1782296630.514,2,1
1782296631.514,2,1
1782296632.515,2,1
1782296633.515,2,1
1782296634.515,2,1
1782296635.515,2,1
1782296636.516,2,1
1782296637.516,2,1
1782296638.516,2,2
1782296639.517,2,2
1782296640.517,2,1
1782296641.518,2,1
1782296642.518,2,1
1782296643.518,2,1
1782296644.519,2,1
1782296645.519,2,1
1782296646.520,2,1
1782296647.520,2,2
1782296648.520,2,2
1782296649.521,2,2
1782296650.521,2,2
1782296651.521,2,2
1782296652.521,2,2
1782296653.522,2,2
1782296654.522,2,2
1782296655.522,2,2
1782296656.523,2,2
1782296657.523,2,2
1782296658.523,2,2
1782296659.524,2,2
1782296660.524,2,2
1782296661.525,2,2
1782296662.525,2,2
1782296663.525,2,2
1782296664.526,2,2
1782296665.526,2,2
1782296666.526,2,2
1782296667.527,2,2
1782296668.527,2,2
1782296669.527,2,2
1782296670.527,2,2
1782296671.528,2,2
1782296672.528,2,2
1782296673.528,2,2
1782296674.528,2,2
1782296675.529,2,2
1782296676.530,2,2
1782296677.530,2,2
1782296678.530,2,2
1782296679.531,2,2
1782296680.531,2,2
1782296681.532,2,2
1782296682.532,2,2
1782296683.533,2,2
1782296684.533,2,2
1782296685.533,2,2
1782296686.533,2,2
1782296687.533,2,2
1782296688.534,2,2
1782296689.534,2,2
1782296690.535,2,2
1782296691.535,2,2
1782296692.535,2,2
1782296693.536,2,2
1782296694.536,2,2
1782296695.536,2,2
1782296696.537,2,2
1782296697.537,2,2
1782296698.538,2,2
1782296699.538,2,2
1782296700.538,2,2
1782296701.539,2,2
1782296702.539,2,2
1782296703.540,2,2
1782296704.540,2,2
1782296705.541,2,2
1782296706.541,2,2
1782296707.541,2,2
1782296708.542,2,2
1782296709.542,2,2
1782296710.543,2,2
1782296711.543,2,2
1782296712.543,2,2
1782296713.544,2,2
1782296714.544,2,2
1782296715.545,2,2
1782296716.546,2,2
1782296717.546,2,2
1782296718.546,2,2
1782296719.547,2,2
1782296720.547,2,2
1782296721.547,2,2
1782296722.547,2,2
1782296723.548,2,2
1782296724.549,2,2
1782296725.549,2,2
1782296726.549,2,2
1782296727.550,2,2
1782296728.550,2,2
1782296729.550,2,2
1782296730.551,2,2
1782296731.551,2,2
1782296732.551,2,2
1782296733.552,2,2
1782296734.553,2,2
1782296735.553,2,2
1782296736.554,2,2
1782296737.554,2,2
1782296738.554,2,2
1782296739.554,2,2
1782296740.554,2,2
1782296741.555,2,2
1782296742.555,2,2
1782296743.555,2,2
1782296744.555,2,2
1782296745.556,2,2
1782296746.556,2,2
1782296747.557,2,2
1782296748.557,2,2
1782296749.557,2,2
1782296750.558,2,2
1782296751.558,2,2
1782296752.559,2,2
1782296753.559,2,2
1782296754.560,2,2
1782296755.560,2,2
1782296756.560,2,2
1782296757.561,2,2
1782296758.561,2,2
1782296759.562,2,2
1782296760.562,2,2
1782296761.562,2,2
1782296762.563,2,2
1782296763.563,2,2
1782296764.564,2,2
1782296765.564,2,2
1782296766.564,2,2
1782296767.565,2,2
1782296768.565,2,2
1782296769.566,2,2
1782296770.566,2,2
1782296771.566,2,2
1782296772.567,2,2
1782296773.567,2,2
1782296774.567,2,2
1782296775.568,2,2
1782296776.568,2,2
1782296777.568,2,2
1782296778.569,2,2
1782296779.569,2,2
1782296780.569,2,2
1782296781.569,2,2
1782296782.570,2,2
1782296783.570,2,2
1782296784.571,2,2
1782296785.571,2,2
1782296786.571,2,2
